,game_id,data_set,date,away_score,home_score,away_team,home_team,W_or_L,num_block,shots_made,shots_missed,turnover,top_player_score,num_players,num_assist,ft_last2min,ft_total,ft_pct,scorediff,fg_pct
5803839,40700236,2008 Playoff,5/15/2008,80,99,NOP,SAS,win,53,38,39,12,25,4,28,,18,0.666666667,0,0.493506494
5804263,40700206,2008 Playoff,5/16/2008,69,74,BOS,CLE,win,59,24,49,16,32,2,10,6,25,0.84,-2,0.328767123
5804727,40700226,2008 Playoff,5/16/2008,108,105,LAL,UTA,lose,67,37,60,11,21,6,22,8,25,0.88,4,0.381443299
5805190,40700207,2008 Playoff,5/18/2008,92,97,CLE,BOS,win,59,32,35,11,41,3,20,8,34,0.823529412,4,0.47761194
5805616,40700237,2008 Playoff,5/19/2008,91,82,SAS,NOP,lose,51,33,49,9,20,4,18,6,17,0.705882353,-3,0.402439024
5806009,40700301,2008 Playoff,5/20/2008,79,88,DET,BOS,win,49,36,33,11,26,3,27,2,21,0.666666667,-2,0.52173913
5806440,40700311,2008 Playoff,5/21/2008,85,89,SAS,LAL,win,62,35,46,10,27,4,18,4,18,0.833333333,0,0.432098765
5806869,40700302,2008 Playoff,5/22/2008,103,97,DET,BOS,lose,49,35,37,15,26,4,19,4,25,0.88,-2,0.486111111
5807281,40700312,2008 Playoff,5/23/2008,71,101,SAS,LAL,win,60,39,32,15,22,5,20,4,20,0.9,5,0.549295775
5807709,40700303,2008 Playoff,5/24/2008,94,80,BOS,DET,lose,46,28,45,12,26,3,15,2,26,0.884615385,-4,0.383561644
5808143,40700313,2008 Playoff,5/25/2008,84,103,LAL,SAS,win,56,38,36,13,30,3,22,,23,0.739130435,1,0.513513514
5808597,40700304,2008 Playoff,5/26/2008,75,94,BOS,DET,win,54,36,34,9,21,5,27,,26,0.769230769,7,0.514285714
5809050,40700314,2008 Playoff,5/27/2008,93,91,LAL,SAS,lose,53,30,45,9,29,3,22,6,26,0.923076923,4,0.4
5809503,40700305,2008 Playoff,5/28/2008,102,106,DET,BOS,win,62,37,36,19,33,4,25,12,30,0.8,-1,0.506849315
5809918,40700315,2008 Playoff,5/29/2008,92,100,SAS,LAL,win,53,38,47,11,39,3,16,11,18,0.888888889,1,0.447058824
5810343,40700306,2008 Playoff,5/30/2008,89,81,BOS,DET,lose,53,29,40,17,29,3,19,10,21,0.80952381,-4,0.420289855
5810791,40700401,2008 Playoff,6/5/2008,88,98,LAL,BOS,win,70,32,44,14,24,4,20,10,35,0.8,4,0.421052632
5811214,40700402,2008 Playoff,6/8/2008,102,108,LAL,BOS,win,49,36,32,16,28,4,31,6,38,0.710526316,-3,0.529411765
5811682,40700403,2008 Playoff,6/10/2008,81,87,BOS,LAL,win,68,30,39,13,36,2,17,2,34,0.617647059,1,0.434782609
5812120,40700404,2008 Playoff,6/12/2008,97,91,BOS,LAL,lose,58,32,45,12,19,5,23,6,29,0.724137931,-3,0.415584416
5812608,40700405,2008 Playoff,6/15/2008,98,103,BOS,LAL,win,65,36,43,17,25,5,19,8,31,0.741935484,1,0.455696203
5813071,40700406,2008 Playoff,6/17/2008,92,131,LAL,BOS,win,67,43,44,8,26,5,33,4,37,0.864864865,0,0.494252874
5813518,20600001,2006-2007 Regular Season,10/31/2006,108,66,CHI,MIA,lose,49,25,40,23,25,1,13,2,22,0.590909091,-6,0.384615385
5813953,20600002,2006-2007 Regular Season,10/31/2006,106,114,PHX,LAL,win,57,46,37,21,34,4,30,2,24,0.666666667,-2,0.554216867
5814407,20600003,2006-2007 Regular Season,11/1/2006,75,88,ATL,PHI,win,58,31,43,17,32,3,19,2,25,0.92,0,0.418918919
5814940,20600004,2006-2007 Regular Season,11/1/2006,106,99,IND,CHA,lose,64,37,41,22,19,5,23,12,32,0.65625,4,0.474358974
5815409,20600005,2006-2007 Regular Season,11/1/2006,94,109,CHI,ORL,win,61,35,24,23,27,4,21,4,42,0.785714286,1,0.593220339
5815930,20600006,2006-2007 Regular Season,11/1/2006,91,87,CHA,BOS,lose,77,30,45,19,29,3,18,3,39,0.615384615,-3,0.4
5816419,20600007,2006-2007 Regular Season,11/1/2006,92,102,TOR,NJN,win,68,40,38,24,25,5,28,4,24,0.791666667,-2,0.512820513
5817370,20600009,2006-2007 Regular Season,11/1/2006,94,97,WAS,CLE,win,73,37,41,17,27,3,24,6,30,0.5,5,0.474358974
5818013,20600010,2006-2007 Regular Season,11/1/2006,118,117,NYK,MEM,lose,88,42,63,16,25,4,14,16,45,0.6,2,0.4
5818474,20600011,2006-2007 Regular Season,11/1/2006,83,92,SAC,MIN,win,53,35,37,21,24,3,19,6,20,0.9,1,0.486111111
5818926,20600012,2006-2007 Regular Season,11/1/2006,97,107,HOU,UTA,win,59,39,35,16,24,5,19,,31,0.838709677,1,0.527027027
5819379,20600013,2006-2007 Regular Season,11/1/2006,110,106,POR,SEA,lose,51,41,49,15,25,5,23,12,20,0.9,-5,0.455555556
5819847,20600014,2006-2007 Regular Season,11/1/2006,104,112,LAC,PHX,win,52,41,36,16,27,6,21,9,30,0.866666667,0,0.532467532
5820373,20600015,2006-2007 Regular Season,11/1/2006,110,98,LAL,GSW,lose,69,34,48,10,22,4,18,3,42,0.642857143,-1,0.414634146
5820837,20600016,2006-2007 Regular Season,11/2/2006,97,91,SAS,DAL,lose,64,38,50,13,21,4,15,12,16,0.625,-4,0.431818182
5821351,20600017,2006-2007 Regular Season,11/2/2006,95,96,DEN,LAC,win,59,35,47,19,35,3,20,2,26,0.730769231,2,0.426829268
5821773,20600018,2006-2007 Regular Season,11/3/2006,92,109,MIL,TOR,win,58,47,41,15,26,7,27,,10,0.6,-3,0.534090909
5822245,20600019,2006-2007 Regular Season,11/3/2006,105,103,PHI,ORL,lose,61,39,34,24,25,6,18,4,33,0.696969697,-2,0.534246575
5822713,20600020,2006-2007 Regular Season,11/3/2006,100,91,CHA,IND,lose,50,32,48,14,25,5,21,4,24,0.833333333,0,0.4
5823155,20600021,2006-2007 Regular Season,11/3/2006,101,88,DET,BOS,lose,56,34,41,15,22,3,23,1,20,0.75,0,0.453333333
5823645,20600022,2006-2007 Regular Season,11/3/2006,92,102,NYK,ATL,win,62,39,43,14,30,5,17,7,31,0.64516129,5,0.475609756
5824085,20600023,2006-2007 Regular Season,11/3/2006,85,91,NJN,MIA,win,58,35,41,19,21,5,17,7,23,0.695652174,4,0.460526316
5824560,20600024,2006-2007 Regular Season,11/3/2006,83,96,CHA,MEM,win,72,31,56,14,27,3,20,6,28,0.857142857,3,0.356321839
5825034,20600025,2006-2007 Regular Season,11/3/2006,88,81,CLE,SAS,lose,60,29,40,14,25,3,16,6,34,0.529411765,-2,0.420289855
5825554,20600026,2006-2007 Regular Season,11/3/2006,89,88,SAC,CHI,lose,63,32,46,24,29,4,18,6,29,0.75862069,-7,0.41025641
5826021,20600027,2006-2007 Regular Season,11/3/2006,112,109,MIN,DEN,lose,56,43,42,18,28,5,23,2,27,0.703703704,1,0.505882353
5826502,20600028,2006-2007 Regular Season,11/3/2006,108,104,UTA,PHX,lose,51,32,46,13,22,5,23,7,35,0.885714286,-6,0.41025641
5826956,20600029,2006-2007 Regular Season,11/3/2006,112,118,SEA,LAL,win,57,36,29,19,28,5,22,12,48,0.770833333,4,0.553846154
5827404,20600030,2006-2007 Regular Season,11/3/2006,89,102,POR,GSW,win,54,38,39,15,17,6,21,2,31,0.677419355,-5,0.493506494
5827898,20600031,2006-2007 Regular Season,11/4/2006,117,124,BOS,WAS,win,46,43,39,13,44,4,22,12,42,0.738095238,-1,0.524390244
5828402,20600032,2006-2007 Regular Season,11/4/2006,88,92,CLE,CHA,win,57,31,39,15,23,5,21,16,30,0.766666667,-1,0.442857143
5828856,20600033,2006-2007 Regular Season,11/4/2006,109,95,IND,NYK,lose,58,34,45,17,25,4,14,4,30,0.766666667,-2,0.430379747
5829298,20600034,2006-2007 Regular Season,11/4/2006,86,95,MEM,DET,win,59,37,36,15,24,5,26,2,22,0.818181818,2,0.506849315
5829735,20600035,2006-2007 Regular Season,11/4/2006,91,104,SAC,MIL,win,58,38,34,22,26,5,29,5,23,0.826086957,-2,0.527777778
5830180,20600036,2006-2007 Regular Season,11/4/2006,76,107,DAL,HOU,win,49,37,32,15,36,4,26,3,30,0.833333333,4,0.536231884
5830634,20600037,2006-2007 Regular Season,11/4/2006,82,106,GSW,UTA,win,72,43,41,16,21,4,24,,20,0.75,5,0.511904762
5831033,20600038,2006-2007 Regular Season,11/4/2006,86,88,MIN,POR,win,51,35,47,10,18,5,21,2,18,0.666666667,3,0.426829268
5831539,20600039,2006-2007 Regular Season,11/4/2006,108,114,PHX,LAC,win,74,41,46,9,23,6,21,12,45,0.688888889,0,0.471264368
5831988,20600040,2006-2007 Regular Season,11/5/2006,103,94,SAS,TOR,lose,54,32,44,14,19,4,11,4,30,0.833333333,0,0.421052632
5832435,20600041,2006-2007 Regular Season,11/5/2006,98,107,MIA,PHI,win,58,36,43,10,31,4,26,2,35,0.742857143,-4,0.455696203
5832908,20600042,2006-2007 Regular Season,11/5/2006,82,95,ORL,ATL,win,59,31,42,18,31,3,16,9,35,0.857142857,5,0.424657534
5833378,20600043,2006-2007 Regular Season,11/5/2006,90,96,HOU,CHA,win,56,33,37,17,22,5,20,2,35,0.6,-3,0.471428571
5833823,20600044,2006-2007 Regular Season,11/5/2006,101,117,LAL,SEA,win,46,41,38,16,32,5,24,2,26,0.884615385,-1,0.518987342
5834271,20600045,2006-2007 Regular Season,11/6/2006,103,106,WAS,ORL,win,60,40,39,16,23,5,20,6,24,0.708333333,-1,0.506329114
5834741,20600046,2006-2007 Regular Season,11/6/2006,105,93,SAS,NYK,lose,56,32,40,16,18,4,12,5,38,0.684210526,-6,0.444444444
5835593,20600048,2006-2007 Regular Season,11/6/2006,107,104,GSW,DAL,lose,54,38,45,13,26,5,23,,22,0.772727273,4,0.457831325
5836065,20600049,2006-2007 Regular Season,11/6/2006,101,103,DET,UTA,win,60,40,43,14,23,6,28,6,24,0.75,-3,0.481927711
5836494,20600050,2006-2007 Regular Season,11/6/2006,81,93,MIN,SAC,win,55,34,41,22,22,6,17,,24,0.791666667,-4,0.453333333
5836956,20600051,2006-2007 Regular Season,11/6/2006,89,102,POR,LAC,win,68,37,45,12,20,5,25,8,35,0.742857143,3,0.451219512
5837486,20600052,2006-2007 Regular Season,11/7/2006,104,95,ATL,CLE,lose,81,33,58,12,34,4,18,8,37,0.621621622,-9,0.362637363
5837937,20600053,2006-2007 Regular Season,11/7/2006,86,97,PHI,IND,win,69,37,45,22,16,6,25,3,20,0.8,-1,0.451219512
5838395,20600054,2006-2007 Regular Season,11/7/2006,87,90,SEA,MIA,win,61,31,47,19,31,4,16,8,32,0.71875,5,0.397435897
5839266,20600056,2006-2007 Regular Season,11/7/2006,93,97,GSW,CHA,win,66,38,51,17,22,5,19,7,18,0.833333333,3,0.426966292
5839712,20600057,2006-2007 Regular Season,11/7/2006,88,95,MIN,LAL,win,67,35,41,23,20,5,22,6,27,0.740740741,2,0.460526316
5840205,20600058,2006-2007 Regular Season,11/8/2006,104,106,PHI,TOR,win,57,38,55,13,29,5,19,9,29,0.793103448,1,0.408602151
5840703,20600059,2006-2007 Regular Season,11/8/2006,91,117,IND,WAS,win,61,44,41,14,40,4,26,,32,0.6875,-1,0.517647059
5841128,20600060,2006-2007 Regular Season,11/8/2006,87,88,SEA,ORL,win,50,34,29,28,18,4,21,,23,0.608695652,-3,0.53968254
5841703,20600061,2006-2007 Regular Season,11/8/2006,108,110,CHA,BOS,win,72,39,47,25,35,3,26,12,31,0.806451613,-3,0.453488372
5842161,20600062,2006-2007 Regular Season,11/8/2006,89,96,UTA,NJN,win,53,29,40,12,30,4,15,4,40,0.775,6,0.420289855
5842589,20600063,2006-2007 Regular Season,11/8/2006,97,93,HOU,MIL,lose,50,34,39,13,34,2,22,9,30,0.733333333,3,0.465753425
5843594,20600065,2006-2007 Regular Season,11/8/2006,109,107,NYK,DEN,lose,55,38,47,17,37,5,24,6,35,0.8,-3,0.447058824
5844024,20600066,2006-2007 Regular Season,11/8/2006,90,101,LAL,POR,win,53,35,33,17,36,4,13,5,33,0.818181818,2,0.514705882
5844475,20600067,2006-2007 Regular Season,11/8/2006,85,103,DAL,LAC,win,67,40,43,10,28,5,20,8,28,0.75,6,0.481927711
5844937,20600068,2006-2007 Regular Season,11/8/2006,86,99,DET,SAC,win,64,34,45,17,30,4,19,4,32,0.84375,1,0.430379747
5845348,20600069,2006-2007 Regular Season,11/9/2006,94,113,CHI,CLE,win,61,45,34,16,20,5,38,2,18,0.833333333,1,0.569620253
5845796,20600070,2006-2007 Regular Season,11/9/2006,119,112,DAL,PHX,lose,37,41,34,19,30,5,21,8,22,0.863636364,-6,0.546666667
5846273,20600071,2006-2007 Regular Season,11/9/2006,116,121,CHA,GSW,win,49,39,37,12,36,5,30,15,37,0.810810811,-1,0.513157895
5846730,20600072,2006-2007 Regular Season,11/10/2006,111,102,ATL,TOR,lose,51,41,47,16,19,5,27,10,16,0.6875,2,0.465909091
5848122,20600075,2006-2007 Regular Season,11/10/2006,99,85,SEA,CHA,lose,48,31,47,18,20,3,20,,22,0.818181818,0,0.397435897
5848599,20600076,2006-2007 Regular Season,11/10/2006,83,93,ORL,IND,win,72,31,48,19,32,3,20,10,32,0.84375,1,0.392405063
5849043,20600077,2006-2007 Regular Season,11/10/2006,107,100,UTA,BOS,lose,56,40,40,16,30,6,22,10,25,0.56,-2,0.5
5849531,20600078,2006-2007 Regular Season,11/10/2006,113,106,MIA,NJN,lose,58,36,39,17,33,6,23,12,35,0.714285714,0,0.48
5849953,20600079,2006-2007 Regular Season,11/10/2006,94,103,NYK,HOU,win,58,40,33,20,35,6,26,8,17,0.705882353,-4,0.547945205
5850408,20600080,2006-2007 Regular Season,11/10/2006,91,92,CHA,POR,win,52,28,39,14,31,3,11,8,40,0.8,4,0.417910448
5850825,20600081,2006-2007 Regular Season,11/10/2006,97,83,DET,LAL,lose,49,33,45,15,19,4,24,2,18,0.611111111,-2,0.423076923
5851301,20600082,2006-2007 Regular Season,11/11/2006,113,112,SEA,ATL,lose,69,41,43,15,28,5,24,4,33,0.636363636,-1,0.488095238
5851803,20600083,2006-2007 Regular Season,11/11/2006,93,94,BOS,CLE,win,70,31,45,12,38,2,16,10,39,0.692307692,-2,0.407894737
5852290,20600084,2006-2007 Regular Season,11/11/2006,92,100,NYK,SAS,win,64,37,36,19,33,2,21,3,38,0.552631579,-5,0.506849315
5852746,20600085,2006-2007 Regular Season,11/11/2006,109,98,ORL,MIN,lose,46,31,39,11,28,5,20,15,37,0.891891892,-2,0.442857143
5853179,20600086,2006-2007 Regular Season,11/11/2006,80,89,IND,CHI,win,67,31,50,19,23,3,20,5,27,0.777777778,7,0.382716049
5854131,20600088,2006-2007 Regular Season,11/11/2006,87,96,MEM,PHX,win,68,36,51,16,25,5,27,4,21,0.714285714,-2,0.413793103
5854544,20600089,2006-2007 Regular Season,11/11/2006,79,111,DET,GSW,win,61,43,33,16,20,5,33,2,25,0.52,6,0.565789474
5854966,20600090,2006-2007 Regular Season,11/12/2006,76,92,CHA,LAC,win,54,32,45,18,22,6,19,4,25,0.88,1,0.415584416
5855450,20600091,2006-2007 Regular Season,11/12/2006,105,93,NJN,WAS,lose,72,33,61,11,25,2,18,10,27,0.740740741,-16,0.35106383
5855969,20600092,2006-2007 Regular Season,11/12/2006,108,101,DEN,CHA,lose,76,39,43,30,22,4,24,9,30,0.7,2,0.475609756
5856401,20600093,2006-2007 Regular Season,11/12/2006,94,72,HOU,MIA,lose,56,28,43,20,24,3,13,2,21,0.571428571,-3,0.394366197
5856852,20600094,2006-2007 Regular Season,11/12/2006,92,107,TOR,SAC,win,60,37,39,21,26,4,21,3,31,0.870967742,-4,0.486842105
5857271,20600095,2006-2007 Regular Season,11/12/2006,103,96,DAL,POR,lose,44,35,41,15,20,4,17,10,22,0.954545455,-4,0.460526316
5857712,20600097,2006-2007 Regular Season,11/13/2006,92,89,ORL,BOS,lose,57,31,50,12,21,5,22,6,28,0.714285714,-4,0.382716049
5858166,20600098,2006-2007 Regular Season,11/13/2006,119,113,SEA,NJN,lose,50,41,40,12,38,5,27,8,27,0.851851852,3,0.50617284
5858611,20600099,2006-2007 Regular Season,11/13/2006,102,96,CLE,NYK,lose,58,39,41,14,19,6,18,4,18,0.777777778,-3,0.4875
5859085,20600100,2006-2007 Regular Season,11/14/2006,103,101,MIL,ATL,lose,62,38,42,17,29,3,15,6,22,0.772727273,-4,0.475
5859545,20600101,2006-2007 Regular Season,11/14/2006,112,105,DEN,MIA,lose,53,34,43,19,37,4,20,6,28,0.821428571,-1,0.441558442
5860009,20600102,2006-2007 Regular Season,11/14/2006,85,94,CHA,CHA,win,112,70,93,28,42,6,30,11,49,0.612244898,4,0.429447853
5860480,20600103,2006-2007 Regular Season,11/14/2006,89,101,POR,MIN,win,68,38,40,16,27,3,27,10,30,0.733333333,0,0.487179487
5860899,20600104,2006-2007 Regular Season,11/14/2006,92,84,SAS,HOU,lose,51,32,52,9,26,3,16,2,18,0.555555556,1,0.380952381
5861368,20600105,2006-2007 Regular Season,11/14/2006,99,111,CHI,DAL,win,59,40,40,12,31,4,20,11,24,1,1,0.5
5861842,20600106,2006-2007 Regular Season,11/14/2006,90,112,LAC,UTA,win,65,42,40,12,27,5,25,10,34,0.735294118,3,0.512195122
5862322,20600107,2006-2007 Regular Season,11/14/2006,99,110,TOR,GSW,win,65,42,55,11,22,5,27,3,23,0.652173913,-2,0.432989691
5862828,20600108,2006-2007 Regular Season,11/15/2006,99,108,DEN,ORL,win,63,34,34,26,25,4,16,11,40,0.75,4,0.5
5863306,20600109,2006-2007 Regular Season,11/15/2006,87,100,POR,CLE,win,64,34,36,20,32,3,16,2,36,0.777777778,-1,0.485714286
5863791,20600110,2006-2007 Regular Season,11/15/2006,88,114,IND,BOS,win,73,45,45,19,32,4,24,4,23,0.695652174,2,0.5
5864228,20600111,2006-2007 Regular Season,11/15/2006,87,100,MIL,NJN,win,55,37,30,25,25,5,28,2,26,0.769230769,2,0.552238806
5864714,20600112,2006-2007 Regular Season,11/15/2006,82,102,WAS,NYK,win,70,37,46,18,18,6,23,4,28,0.678571429,0,0.445783133
5865134,20600113,2006-2007 Regular Season,11/15/2006,100,99,CHA,DET,lose,51,38,35,9,29,4,20,8,26,0.653846154,-3,0.520547945
5865640,20600114,2006-2007 Regular Season,11/15/2006,95,92,CHA,SAS,lose,83,36,60,18,25,4,21,8,22,0.818181818,3,0.375
5866091,20600115,2006-2007 Regular Season,11/15/2006,111,115,MEM,SAC,win,54,44,44,18,32,4,25,8,23,0.695652174,2,0.5
5866542,20600116,2006-2007 Regular Season,11/15/2006,96,90,PHI,SEA,lose,66,35,49,16,25,3,14,10,23,0.652173913,2,0.416666667
5867003,20600117,2006-2007 Regular Season,11/16/2006,100,101,CHI,HOU,win,64,34,44,19,21,5,21,14,28,0.821428571,-6,0.435897436
5867458,20600118,2006-2007 Regular Season,11/16/2006,105,117,SAC,GSW,win,51,45,33,20,36,5,29,2,28,0.678571429,0,0.576923077
5867907,20600119,2006-2007 Regular Season,11/17/2006,100,91,NJN,IND,lose,57,38,49,16,18,5,21,6,15,0.6,-6,0.436781609
5868357,20600120,2006-2007 Regular Season,11/17/2006,90,118,POR,BOS,win,54,39,37,11,29,4,23,2,36,0.777777778,-2,0.513157895
5868787,20600121,2006-2007 Regular Season,11/17/2006,100,76,NYK,MIA,lose,52,29,51,14,20,3,13,4,22,0.727272727,1,0.3625
5869231,20600122,2006-2007 Regular Season,11/17/2006,76,92,MIN,CLE,win,64,32,41,18,37,3,16,2,30,0.766666667,2,0.438356164
5869668,20600123,2006-2007 Regular Season,11/17/2006,91,100,WAS,DET,win,59,38,50,13,27,5,22,4,21,0.761904762,4,0.431818182
5870137,20600124,2006-2007 Regular Season,11/17/2006,115,103,DAL,MEM,lose,55,38,37,13,26,5,18,12,34,0.764705882,-3,0.506666667
5870565,20600125,2006-2007 Regular Season,11/17/2006,83,100,CHI,SAS,win,48,37,35,25,21,5,30,2,19,0.789473684,3,0.513888889
5871022,20600126,2006-2007 Regular Season,11/17/2006,94,106,PHI,PHX,win,67,41,47,15,26,4,21,2,23,0.739130435,-1,0.465909091
5871952,20600128,2006-2007 Regular Season,11/17/2006,118,109,UTA,SEA,lose,45,37,32,20,32,4,22,13,36,0.805555556,1,0.536231884
5872390,20600129,2006-2007 Regular Season,11/18/2006,99,111,CLE,WAS,win,58,40,44,13,45,4,19,1,29,0.793103448,-6,0.476190476
5872924,20600130,2006-2007 Regular Season,11/18/2006,93,88,MIA,ATL,lose,73,33,56,11,22,4,14,20,30,0.633333333,-5,0.370786517
5873364,20600131,2006-2007 Regular Season,11/18/2006,83,97,CHA,ORL,win,59,36,42,16,24,3,21,2,27,0.740740741,-1,0.461538462
5873786,20600132,2006-2007 Regular Season,11/18/2006,86,68,POR,NJN,lose,55,23,46,15,18,4,17,4,32,0.625,0,0.333333333
5874358,20600133,2006-2007 Regular Season,11/18/2006,122,118,BOS,NYK,lose,70,34,52,11,37,4,19,16,50,0.84,5,0.395348837
5874790,20600134,2006-2007 Regular Season,11/18/2006,92,104,HOU,DET,win,49,39,45,7,30,4,25,4,23,0.826086957,1,0.464285714
5875240,20600135,2006-2007 Regular Season,11/18/2006,99,96,CHA,MIN,lose,64,35,50,17,22,4,25,4,27,0.777777778,-2,0.411764706
5875748,20600136,2006-2007 Regular Season,11/18/2006,102,100,IND,MIL,lose,64,36,42,16,21,6,21,8,29,0.75862069,3,0.461538462
5876211,20600137,2006-2007 Regular Season,11/18/2006,84,89,MEM,DAL,win,65,31,36,21,24,4,22,3,24,0.75,-5,0.462686567
5876704,20600138,2006-2007 Regular Season,11/18/2006,109,117,TOR,DEN,win,75,41,50,20,34,7,24,2,29,0.827586207,-2,0.450549451
5877216,20600139,2006-2007 Regular Season,11/18/2006,117,120,PHX,UTA,win,62,45,45,18,25,5,24,12,33,0.848484848,9,0.5
5877732,20600140,2006-2007 Regular Season,11/18/2006,97,103,PHI,LAC,win,70,35,40,24,33,4,23,14,40,0.825,2,0.466666667
5878185,20600141,2006-2007 Regular Season,11/18/2006,95,107,SEA,GSW,win,64,43,43,15,31,5,26,6,24,0.75,1,0.5
5878650,20600142,2006-2007 Regular Season,11/19/2006,72,82,CHI,LAL,win,70,28,42,23,23,3,14,6,29,0.689655172,5,0.4
5879591,20600144,2006-2007 Regular Season,11/20/2006,93,85,DAL,CHA,lose,60,33,39,19,22,4,21,2,24,0.75,-7,0.458333333
5880476,20600146,2006-2007 Regular Season,11/20/2006,86,95,ORL,MEM,win,47,37,45,11,26,4,19,8,21,0.761904762,5,0.451219512
5880945,20600147,2006-2007 Regular Season,11/20/2006,96,101,TOR,UTA,win,71,38,43,17,35,4,17,2,31,0.64516129,-1,0.469135802
5881371,20600148,2006-2007 Regular Season,11/20/2006,107,98,SAS,POR,lose,53,38,38,19,23,3,18,3,20,0.9,1,0.5
5881832,20600149,2006-2007 Regular Season,11/20/2006,87,99,NJN,SEA,win,53,32,43,17,29,4,20,4,34,0.735294118,7,0.426666667
5882294,20600150,2006-2007 Regular Season,11/20/2006,113,110,PHX,GSW,lose,65,47,44,23,31,5,20,3,14,0.571428571,0,0.516483516
5882715,20600151,2006-2007 Regular Season,11/21/2006,97,87,DET,PHI,lose,56,30,46,16,24,4,14,10,25,0.84,3,0.394736842
5883128,20600152,2006-2007 Regular Season,11/21/2006,94,97,MEM,CLE,win,46,37,37,15,22,4,27,10,16,0.875,-4,0.5
5883581,20600153,2006-2007 Regular Season,11/21/2006,88,93,MIL,IND,win,60,35,44,20,26,5,25,5,22,0.727272727,11,0.443037975
5884074,20600154,2006-2007 Regular Season,11/21/2006,86,101,MIA,CHA,win,73,37,51,12,23,6,25,2,32,0.5,-1,0.420454545
5884552,20600155,2006-2007 Regular Season,11/21/2006,80,107,WAS,DAL,win,72,39,59,10,30,5,23,,17,0.882352941,0,0.397959184
5885057,20600156,2006-2007 Regular Season,11/21/2006,109,113,CHI,DEN,win,66,41,48,20,36,4,25,12,32,0.75,-5,0.460674157
5885578,20600157,2006-2007 Regular Season,11/21/2006,101,105,LAC,LAL,win,73,33,56,16,40,5,17,6,46,0.673913043,-1,0.370786517
5886017,20600158,2006-2007 Regular Season,11/22/2006,87,95,CLE,TOR,win,59,32,38,16,25,5,19,2,34,0.823529412,2,0.457142857
5886490,20600159,2006-2007 Regular Season,11/22/2006,83,92,BOS,CHA,win,62,33,46,14,26,5,17,6,29,0.724137931,1,0.417721519
5886987,20600160,2006-2007 Regular Season,11/22/2006,91,96,IND,ORL,win,58,34,35,17,22,4,12,12,43,0.604651163,-1,0.492753623
5887454,20600161,2006-2007 Regular Season,11/22/2006,98,103,ATL,DET,win,61,36,52,8,24,5,16,12,29,0.827586207,-1,0.409090909
5887885,20600162,2006-2007 Regular Season,11/22/2006,86,106,MIA,SAS,win,60,41,42,18,19,5,22,2,19,0.789473684,-1,0.493975904
5888361,20600163,2006-2007 Regular Season,11/22/2006,94,98,PHI,MIL,win,60,32,39,14,32,5,24,12,42,0.714285714,5,0.450704225
5888798,20600164,2006-2007 Regular Season,11/22/2006,89,107,NYK,MIN,win,52,38,34,14,21,5,26,1,34,0.764705882,-1,0.527777778
5889241,20600165,2006-2007 Regular Season,11/22/2006,82,86,WAS,HOU,win,68,31,44,22,25,5,18,12,19,0.736842105,-3,0.413333333
5889650,20600166,2006-2007 Regular Season,11/22/2006,83,92,CHA,PHX,win,56,33,37,21,24,4,20,,19,0.842105263,1,0.471428571
5890098,20600167,2006-2007 Regular Season,11/22/2006,110,101,UTA,SAC,lose,49,34,46,12,24,6,20,6,32,0.75,-7,0.425
5890526,20600168,2006-2007 Regular Season,11/22/2006,97,100,NJN,POR,win,50,37,41,7,25,4,18,5,28,0.75,1,0.474358974
5890957,20600169,2006-2007 Regular Season,11/22/2006,95,85,SEA,LAC,lose,56,32,46,15,15,5,18,2,26,0.692307692,0,0.41025641
5891472,20600170,2006-2007 Regular Season,11/22/2006,115,112,DEN,GSW,lose,59,42,52,15,24,5,31,5,29,0.620689655,5,0.446808511
5891906,20600171,2006-2007 Regular Season,11/24/2006,101,77,NYK,BOS,lose,46,29,47,17,16,3,16,2,18,0.833333333,2,0.381578947
5892356,20600172,2006-2007 Regular Season,11/24/2006,108,123,CHI,PHI,win,45,42,36,11,46,4,18,,40,0.85,3,0.538461538
5892799,20600173,2006-2007 Regular Season,11/24/2006,93,97,TOR,ATL,win,55,39,41,15,27,4,17,8,21,0.619047619,-2,0.4875
5893286,20600174,2006-2007 Regular Season,11/24/2006,107,104,ORL,MIA,lose,70,36,49,9,33,5,21,12,37,0.783783784,-3,0.423529412
5893689,20600175,2006-2007 Regular Season,11/24/2006,95,104,CHA,DET,win,51,41,42,15,26,4,26,4,17,0.941176471,2,0.493975904
5894166,20600176,2006-2007 Regular Season,11/24/2006,87,97,CLE,IND,win,59,30,46,7,29,4,19,12,42,0.785714286,2,0.394736842
5894615,20600177,2006-2007 Regular Season,11/24/2006,80,95,WAS,MEM,win,55,30,40,12,18,5,15,4,36,0.833333333,1,0.428571429
5895034,20600178,2006-2007 Regular Season,11/24/2006,86,79,MIN,CHA,lose,50,27,53,8,18,3,13,10,26,0.846153846,2,0.3375
5895474,20600179,2006-2007 Regular Season,11/24/2006,95,92,DAL,SAS,lose,45,36,37,18,29,3,16,5,25,0.68,1,0.493150685
5895976,20600180,2006-2007 Regular Season,11/24/2006,129,140,GSW,DEN,win,59,52,42,19,31,6,42,3,35,0.8,-4,0.553191489
5896434,20600181,2006-2007 Regular Season,11/24/2006,108,114,LAL,UTA,win,60,42,36,15,31,6,28,5,30,0.833333333,5,0.538461538
